iter	Passed	Remaining
157	1589	8471
158	1599	8462
159	1610	8452
160	1621	8450
161	1631	8438
162	1642	8431
163	1653	8426
164	1664	8423
165	1674	8413
166	1686	8410
167	1697	8405
168	1707	8394
169	1717	8383
170	1728	8379
171	1740	8379
172	1751	8372
173	1762	8365
174	1772	8357
175	1783	8348
176	1794	8343
177	1804	8332
178	1815	8324
179	1826	8319
180	1836	8310
181	1846	8298
182	1856	8287
183	1867	8281
184	1876	8266
185	1887	8259
186	1897	8247
187	1907	8236
188	1917	8229
189	1927	8218
190	1939	8212
191	1981	8340
192	1994	8341
193	2011	8356
194	2021	8346
195	2032	8335
196	2041	8322
197	2053	8318
198	2063	8304
199	2072	8290
200	2082	8278
201	2092	8267
202	2103	8257
203	2112	8241
204	2122	8230
205	2134	8228
206	2144	8217
207	2156	8210
208	2166	8201
209	2176	8187
210	2187	8180
211	2198	8170
212	2207	8157
213	2218	8150
214	2230	8145
215	2242	8140
216	2252	8127
217	2263	8118
218	2273	8106
219	2283	8097
220	2294	8087
221	2304	8074
222	2314	8065
223	2324	8052
224	2333	8038
225	2343	8025
226	2353	8012
227	2363	8002
228	2373	7989
229	2383	7978
230	2393	7967
231	2403	7954
232	2413	7943
233	2422	7930
234	2433	7922
235	2445	7916
236	2457	7910
237	2467	7899
238	2479	7895
239	2488	7880
240	2498	7869
241	2509	7859
242	2520	7851
243	2530	7840
244	2540	7829
245	2550	7818
246	2562	7810
247	2571	7798
248	2581	7786
249	2591	7775
250	2600	7760
251	2610	7749
252	2620	7737
253	2629	7724
254	2641	7716
255	2652	7708
256	2663	7699
257	2672	7687
258	2682	7675
259	2693	7665
260	2703	7653
261	2712	7641
262	2722	7630
263	2731	7616
264	2742	7605
265	2751	7593
266	2760	7579
267	2770	7567
268	2780	7556
269	2792	7549
270	2802	7538
271	2813	7531
272	2825	7523
273	2836	7516
274	2847	7507
275	2859	7500
276	2869	7489
277	2877	7474
278	2887	7461
279	2896	7448
280	2907	7438
281	2916	7426
282	2925	7412
283	2936	7404
284	2946	7392
285	2956	7380
286	2966	7369
287	2976	7358
288	2987	7348
289	2996	7336
290	3006	7326
291	3016	7315
292	3026	7303
293	3037	7293
294	3047	7283
295	3058	7274
296	3069	7264
297	3079	7254
298	3089	7242
299	3100	7234
300	3110	7222
301	3119	7210
302	3129	7198
303	3138	7186
304	3147	7173
305	3156	7159
306	3166	7147
307	3176	7135
308	3185	7123
309	3194	7111
310	3204	7098
311	3213	7087
312	3224	7076
313	3234	7067
314	3246	7058
315	3256	7048
316	3267	7040
317	3278	7030
318	3287	7019
319	3298	7008
320	3307	6996
321	3318	6987
322	3329	6977
323	3338	6965
324	3348	6954
325	3357	6942
326	3367	6930
327	3378	6922
328	3388	6911
329	3399	6901
330	3408	6888
331	3417	6876
332	3428	6866
333	3438	6855
334	3449	6847
335	3458	6834
336	3469	6825
337	3481	6819
338	3492	6810
339	3502	6798
340	3513	6789
341	3523	6779
342	3535	6772
343	3546	6763
344	3556	6752
345	3567	6743
346	3578	6735
347	3588	6723
348	3597	6711
349	3607	6699
350	3617	6687
351	3626	6676
352	3636	6664
353	3645	6652
354	3657	6644
355	3667	6633
356	3677	6623
357	3687	6613
358	3698	6603
359	3709	6594
360	3719	6583
361	3729	6572
362	3739	6562
363	3749	6550
364	3759	6539
365	3769	6530
366	3779	6518
367	3789	6507
368	3798	6495
369	3808	6485
370	3818	6474
371	3830	6466
372	3841	6457
373	3852	6449
374	3866	6444
375	3877	6434
376	3888	6425
377	3899	6417
378	3911	6408
379	3922	6399
380	3931	6387
381	3942	6378
382	3954	6370
383	3965	6362
384	3976	6352
385	3986	6341
386	3997	6332
387	4008	6322
388	4019	6312
389	4028	6300
390	4038	6289
391	4047	6277
392	4057	6267
393	4071	6261
394	4081	6251
395	4094	6244
396	4105	6235
397	4117	6227
398	4128	6218
399	4139	6208
400	4150	6199
401	4161	6189
402	4173	6182
403	4185	6174
404	4195	6163
405	4205	6152
406	4216	6143
407	4226	6132
408	4237	6122
409	4247	6112
410	4256	6100
411	4267	6089
412	4277	6079
413	4287	6069
414	4298	6059
415	4308	6047
416	4317	6035
417	4327	6026
418	4338	6015
419	4349	6006
420	4360	5996
421	4371	5987
422	4382	5977
423	4392	5967
424	4402	5956
425	4415	5949
426	4427	5941
427	4438	5931
428	4448	5920
429	4458	5910
430	4468	5899
431	4480	5890
432	4490	5879
433	4500	5869
434	4511	5860
435	4521	5848
436	4531	5837
437	4541	5827
438	4551	5816
439	4562	5806
440	4571	5795
441	4583	5786
442	4593	5775
443	4602	5763
444	4613	5753
445	4623	5743
446	4635	5734
447	4645	5724
448	4655	5713
449	4666	5703
450	4676	5693
451	4688	5684
452	4700	5675
453	4711	5665
454	4722	5656
455	4732	5645
456	4744	5636
457	4754	5626
458	4764	5615
459	4775	5606
460	4784	5594
461	4794	5583
462	4804	5572
463	4814	5561
464	4824	5550
465	4833	5538
466	4843	5528
467	4852	5516
468	4862	5505
469	4873	5495
470	4882	5483
471	4892	5473
472	4903	5463
473	4913	5452
474	4924	5442
475	4934	5432
476	4945	5422
477	4956	5412
478	4966	5401
479	4976	5390
480	4986	5380
481	4996	5369
482	5006	5359
483	5016	5348
484	5026	5337
485	5036	5326
486	5047	5316
487	5057	5305
488	5067	5295
489	5077	5284
490	5087	5273
491	5097	5263
492	5109	5254
493	5121	5245
494	5131	5235
495	5141	5224
496	5150	5212
497	5161	5203
498	5174	5195
499	5184	5184
500	5195	5175
501	5206	5164
502	5217	5155
503	5228	5145
504	5238	5134
505	5251	5127
506	5263	5118
507	5275	5109
508	5287	5100
509	5298	5090
510	5311	5082
511	5324	5074
512	5337	5066
513	5348	5057
514	5361	5048
515	5370	5037
516	5381	5027
517	5389	5015
518	5399	5004
519	5409	4993
520	5419	4982
521	5432	4975
522	5443	4964
523	5454	4954
524	5463	4943
525	5474	4933
526	5484	4922
527	5499	4915
528	5511	4907
529	5523	4897
530	5538	4891
531	5553	4885
532	5565	4876
533	5577	4867
534	5589	4858
535	5602	4849
536	5613	4839
537	5625	4831
538	5638	4822
539	5651	4814
540	5665	4807
541	5679	4799
542	5692	4791
543	5705	4782
544	5726	4780
545	5747	4779
546	5798	4802
547	5814	4795
548	5832	4791
549	5844	4781
550	5856	4772
551	5867	4762
552	5880	4753
553	5890	4742
554	5901	4731
555	5913	4722
556	5924	4711
557	5934	4700
558	5947	4691
559	5958	4682
560	5972	4673
561	5982	4662
562	5992	4651
563	6004	4641
564	6015	4631
565	6028	4622
566	6044	4615
567	6055	4605
568	6068	4596
569	6081	4588
570	6096	4580
571	6110	4572
572	6129	4567
573	6146	4561
574	6160	4553
575	6174	4544
576	6188	4536
577	6202	4528
578	6216	4520
579	6227	4509
580	6237	4498
581	6247	4486
582	6257	4475
583	6268	4465
584	6278	4454
585	6288	4442
586	6299	4432
587	6309	4421
588	6321	4410
589	6331	4400
590	6343	4389
591	6353	4378
592	6364	4368
593	6376	4358
594	6386	4347
595	6398	4337
596	6408	4326
597	6420	4315
598	6432	4306
599	6442	4295
600	6453	4284
601	6464	4273
602	6473	4261
603	6482	4250
604	6491	4238
605	6501	4226
606	6510	4215
607	6520	4204
608	6530	4192
609	6540	4181
610	6551	4170
611	6561	4160
612	6570	4148
613	6581	4137
614	6590	4126
615	6600	4114
616	6611	4103
617	6621	4092
618	6631	4081
619	6641	4070
620	6651	4059
621	6661	4048
622	6670	4036
623	6679	4024
624	6687	4012
625	6695	4000
626	6704	3988
627	6712	3976
628	6721	3964
629	6732	3953
630	6742	3943
631	6751	3931
632	6760	3919
633	6772	3909
634	6782	3898
635	6794	3888
636	6804	3877
637	6815	3867
638	6824	3855
639	6836	3845
640	6847	3834
641	6856	3823
642	6866	3812
643	6875	3800
644	6887	3790
645	6898	3780
646	6910	3770
647	6919	3758
648	6929	3747
649	6940	3737
650	6950	3726
651	6960	3715
652	6970	3703
653	6980	3693
654	6991	3682
655	7001	3671
656	7011	3660
657	7021	3649
658	7031	3638
659	7040	3627
660	7049	3615
661	7059	3604
662	7069	3593
663	7078	3582
664	7089	3571
665	7100	3560
666	7112	3550
667	7124	3540
668	7135	3530
669	7147	3520
670	7159	3510
671	7170	3499
672	7180	3488
673	7192	3478
674	7203	3468
675	7212	3457
676	7222	3446
677	7232	3434
678	7241	3423
679	7250	3411
680	7259	3400
681	7269	3389
682	7278	3378
683	7288	3367
684	7297	3355
685	7307	3344
686	7317	3334
687	7327	3322
688	7336	3311
689	7346	3300
690	7355	3289
691	7365	3278
692	7377	3268
693	7386	3257
694	7396	3245
695	7405	3234
696	7416	3224
697	7427	3213
698	7440	3203
699	7450	3193
700	7462	3182
701	7472	3171
702	7482	3161
703	7493	3150
704	7503	3139
705	7514	3129
706	7524	3118
707	7534	3107
708	7545	3097
709	7555	3086
710	7566	3075
711	7576	3064
712	7587	3054
713	7598	3043
714	7608	3032
715	7619	3022
716	7629	3011
717	7638	2999
718	7647	2988
719	7657	2977
720	7667	2966
721	7677	2956
722	7686	2944
723	7696	2934
724	7706	2923
725	7716	2912
726	7726	2901
727	7735	2890
728	7745	2879
729	7754	2868
730	7765	2857
731	7775	2846
732	7784	2835
733	7794	2824
734	7804	2813
735	7815	2803
736	7824	2792
737	7833	2780
738	7843	2770
739	7851	2758
740	7861	2747
741	7871	2737
742	7881	2726
743	7891	2715
744	7899	2703
745	7910	2693
746	7919	2682
747	7929	2671
748	7939	2660
749	7950	2650
750	7960	2639
751	7970	2628
752	7979	2617
753	7990	2606
754	7999	2595
755	8009	2585
756	8019	2574
757	8029	2563
758	8038	2552
759	8047	2541
760	8057	2530
761	8067	2519
762	8076	2508
763	8085	2497
764	8094	2486
765	8104	2475
766	8114	2465
767	8123	2454
768	8132	2442
769	8141	2432
770	8151	2421
771	8163	2410
772	8185	2403
773	8218	2399
774	8228	2388
775	8242	2379
776	8252	2368
777	8261	2357
778	8270	2346
779	8278	2335
780	8289	2324
781	8299	2313
782	8308	2302
783	8318	2291
784	8327	2280
785	8336	2269
786	8345	2258
787	8355	2247
788	8365	2237
789	8381	2227
790	8391	2217
791	8400	2206
792	8409	2195
793	8418	2184
794	8427	2173
795	8435	2161
796	8444	2150
797	8454	2140
798	8464	2129
799	8473	2118
800	8482	2107
801	8493	2096
802	8502	2085
803	8512	2075
804	8522	2064
805	8531	2053
806	8541	2042
807	8550	2031
808	8561	2021
809	8572	2010
810	8584	2000
811	8593	1989
812	8602	1978
813	8611	1967
814	8620	1956
815	8628	1945
816	8636	1934
817	8645	1923
818	8655	1912
819	8665	1902
820	8674	1891
821	8684	1880
822	8694	1869
823	8704	1859
824	8714	1848
825	8724	1837
826	8735	1827
827	8744	1816
828	8754	1805
829	8764	1795
830	8774	1784
831	8783	1773
832	8794	1763
833	8804	1752
834	8814	1741
835	8824	1731
836	8834	1720
837	8844	1709
838	8853	1698
839	8863	1688
840	8872	1677
841	8882	1666
842	8891	1656
843	8902	1645
844	8912	1634
845	8921	1624
846	8931	1613
847	8941	1602
848	8950	1591
849	8960	1581
850	8971	1570
851	8983	1560
852	8994	1550
853	9004	1539
854	9014	1528
855	9023	1518
856	9033	1507
857	9043	1496
858	9052	1485
859	9062	1475
860	9072	1464
861	9082	1454
862	9092	1443
863	9104	1433
864	9114	1422
865	9123	1411
866	9133	1401
867	9143	1390
868	9152	1379
869	9161	1368
870	9172	1358
871	9182	1347
872	9193	1337
873	9203	1326
874	9212	1316
875	9220	1305
876	9228	1294
877	9236	1283
878	9245	1272
879	9253	1261
880	9262	1251
881	9272	1240
882	9283	1230
883	9292	1219
884	9302	1208
885	9312	1198
886	9321	1187
887	9332	1177
888	9342	1166
889	9351	1155
890	9361	1145
891	9371	1134
892	9382	1124
893	9392	1113
894	9401	1103
895	9411	1092
896	9421	1081
897	9430	1071
898	9439	1060
899	9450	1050
900	9460	1039
901	9469	1028
902	9479	1018
903	9489	1007
904	9498	997
905	9508	986
906	9518	975
907	9527	965
908	9536	954
909	9545	944
910	9554	933
911	9564	922
912	9573	912
913	9583	901
914	9595	891
915	9604	880
916	9613	870
917	9622	859
918	9632	848
919	9641	838
920	9649	827
921	9659	817
922	9668	806
923	9678	796
924	9687	785
925	9697	774
926	9707	764
927	9717	753
928	9726	743
929	9736	732
930	9744	722
931	9753	711
932	9763	701
933	9772	690
934	9782	680
935	9792	669
936	9801	659
937	9811	648
938	9820	637
939	9829	627
940	9839	616
941	9848	606
942	9858	595
943	9868	585
944	9877	574
945	9886	564
946	9896	553
947	9905	543
948	9915	532
949	9924	522
950	9933	511
951	9942	501
952	9952	490
953	9961	480
954	9971	469
955	9983	459
956	9994	449
957	10004	438
958	10013	428
959	10022	417
960	10031	407
961	10040	396
962	10050	386
963	10060	375
964	10070	365
965	10079	354
966	10088	344
967	10098	333
968	10108	323
969	10118	312
970	10127	302
971	10136	291
972	10145	281
973	10155	271
974	10165	260
975	10176	250
976	10187	239
977	10197	229
978	10207	218
979	10217	208
980	10226	198
981	10235	187
982	10244	177
983	10253	166
984	10263	156
985	10272	145
986	10281	135
987	10291	124
988	10302	114
989	10311	104
990	10320	93
991	10329	83
992	10338	72
993	10348	62
994	10357	52
995	10367	41
996	10377	31
997	10388	20
998	10399	10
999	10409	0
