acteurs,anecdotes,duree,entrees,genre,pays,realisateur,studio,titre,Nb_celebrites,Est_Top_Studio
"Elsa Zylberstein,Rebecca Marder,Élodie Bouchez",9,140,486242,"Biopic,Drame",France,Olivier Dahan,Warner Bros. France,"Simone, le voyage du siècle",0,0
"Ralph Fiennes,Gemma Arterton,Rhys Ifans",15,131,336793,"Action,Espionnage",Grande-Bretagne,Matthew Vaughn,The Walt Disney Company France,The King's Man : Première Mission,1,0
"Tom Cruise,Hayley Atwell,Ving Rhames",21,163,930141,"Action,Aventure,Espionnage",U.S.A.,Christopher McQuarrie,Paramount Pictures France,Mission: Impossible – Dead Reckoning Partie 1,1,0
"Yvan Attal, Maïwenn,Guillaume Canet",8,85,221196,Thriller,France,Yvan Attal,SND,Un coup de dés,2,1
"Shailene Woodley,Ben Mendelsohn,Jovan Adepo",1,119,100146,"Policier,Thriller",U.S.A.,Damián Szifron,Metropolitan FilmExport,Misanthrope,1,0
"Franck Dubosc,Aure Atika,Alexis Michalik",5,98,541102,Comédie,France,Ludovic Bernard,StudioCanal,10 jours sans maman,1,0
"Guillaume Canet,Gilles Lellouche,Marion Cotillard",21,112,1882686,"Aventure,Comédie",France,Guillaume Canet,Pathé,Astérix et Obélix : L'Empire du milieu,4,1
"Jim Caviezel,Bill Camp,Cristal Aparicio",8,131,63782,"Action,Biopic,Drame",U.S.A.,Alejandro Monteverde,Saje Distribution,Sound of Freedom,0,0
"Stéphane Bak,Shameik Moore,Shirine Boutella",11,141,550808,"Action,Aventure,Animation",U.S.A.,"Joaquim Dos Santos,Kemp Powers,Justin Thompson",Sony Pictures Releasing France,Spider-Man : Across The Spider-Verse,0,0
"Boris Rehlinger,Antonio Banderas,Diane Dassigny",7,102,502167,"Aventure,Animation,Comédie",U.S.A.,"Januel P. Mercado,Joel Crawford",Universal Pictures International France,Le Chat Potté 2 : la dernière quête,0,0
"Suzanne Jouannet,Marie Colomb,Maud Wyler",7,107,35015,Drame,France,Frédéric Mermoud,Pyramide Distribution,La Voie Royale,0,0
"Jason Momoa,Patrick Wilson,Amber Heard",10,124,552105,"Action,Aventure,Fantastique",U.S.A.,James Wan,Warner Bros. France,Aquaman et le Royaume perdu,1,0
"Mélinée Leclerc,Clotilde Hesme,Laetitia Dosch",6,76,27224,"Animation,Comédie,Famille",France,"Chiara Malta,Sébastien Laudenbach",Gebeka Films,Linda veut du poulet !,0,0
"Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson",9,125,110381,"Drame,Thriller",U.S.A.,Olivia Newman,Sony Pictures Releasing France,Là où chantent les écrevisses,0,0
"Josiane Balasko,Didier Bourdon,Marilou Berry",8,95,198247,Comédie,France,Alexandra Leclère,UGC Distribution,Mes très chers enfants,1,0
"Brad Pitt,Joey King,Aaron Taylor-Johnson",15,127,491067,"Action,Thriller",U.S.A.,David Leitch,Sony Pictures Releasing France,Bullet Train,1,0
"Brendan Fraser,Sadie Sink,Ty Simpkins",7,117,65064,Drame,U.S.A.,Darren Aronofsky,ARP Sélection,The Whale,0,0
"Josh Hutcherson,Piper Rubio,Elizabeth Lail",8,110,493993,Epouvante-horreur,U.S.A.,Emma Tammi,Universal Pictures International France,Five Nights At Freddy's,0,0
"Pierfrancesco Favino,Linda Caridi,Antonio Gerardi",7,131,40869,"Policier,Thriller",Italie,Andrea Di Stefano,Universal Pictures International France,Dernière nuit à Milan,0,0
"Fabrice Eboué,Marina Foïs,Nicolas Lumbreras",10,88,126252,Comédie,France,Fabrice Eboué,Apollo Films / TF1 Studio,Barbaque,1,0
"Vincent Lacoste,Vicky Krieps,Jules Langlade",7,95,24444,Drame,France,Hélier Cisterne,Diaphana Distribution,De nos frères blessés,1,0
"Niels Schneider,Ariane Labed,Souheila Yacoub",6,100,11869,Comédie dramatique,France,"Alice Zeniter,Benoît Volnais",Pyramide Distribution,Avant l’effondrement,0,0
"Sam Worthington,Zoe Saldana,Sigourney Weaver",27,192,2739848,"Action,Aventure,Fantastique",U.S.A.,James Cameron,The Walt Disney Company France,Avatar : la voie de l'eau,1,0
"Jorma Tommila,Aksel Hennie,Jack Doolan",7,91,44625,"Action,Guerre",Finlande,Jalmari Helander,SND,SISU - De l'Or et du Sang,0,1
"Dave Turner,Ebla Mari,Claire Rodgerson",7,113,96295,Drame,France,Ken Loach,Le Pacte,The Old Oak,1,1
"John David Washington,Kenneth Branagh,Robert Pattinson",14,150,948378,"Action,Science Fiction",U.S.A.,Christopher Nolan,Warner Bros. France,Tenet,3,0
"Manolo Solo,José Coronado,Ana Torrent",3,169,14004,Drame,Espagne,Victor Erice,Haut et Court,Fermer les yeux,0,0
"Viola Davis,Thuso Mbedu,Lashana Lynch",18,135,100875,"Action,Drame,Historique",U.S.A.,Gina Prince-Bythewood,Sony Pictures Releasing France,The Woman King,0,0
"Cailee Spaeny,Jacob Elordi,Dagmara Dominczyk",11,113,144773,"Biopic,Drame",U.S.A.,Sofia Coppola,ARP Sélection,Priscilla,0,0
"Vincent Lacoste,François Cluzet,Adèle Exarchopoulos",6,101,215443,"Comédie,Comédie dramatique,Drame",France,Thomas Lilti,Le Pacte,Un métier sérieux,3,1
"Brigette Lundy-Paine,Carloto Cotta,Anabela Moreira",6,92,57593,"Epouvante-horreur,Thriller",Portugal,Gabriel Abrantes,Le Pacte,Amelia's Children,0,1
"Bastien Bouillon,Bouli Lanners,Théo Cholbi",9,114,96667,"Policier,Thriller",France,Dominik Moll,Haut et Court,La Nuit du 12,0,0
"Robert Pattinson,Zoë Kravitz,Paul Dano",31,177,1165588,"Action,Policier,Thriller",U.S.A.,Matt Reeves,Warner Bros. France,The Batman,1,0
"Harrison Ford,Phoebe Waller-Bridge,Mads Mikkelsen",18,154,1089875,"Action,Aventure",U.S.A.,James Mangold,The Walt Disney Company France,Indiana Jones et le Cadran de la Destinée,2,0
"Pierre Tessier,Chris Pratt,Jérémie Covillault",7,92,1866914,"Animation,Comédie,Famille",U.S.A.,"Aaron Horvath,Michael Jelenic",Universal Pictures International France,"Super Mario Bros, le film",0,0
"Taissa Farmiga,Jonas Bloquet,Storm Reid",10,109,464102,Epouvante-horreur,U.S.A.,Michael Chaves,Warner Bros. France,La Nonne : La Malédiction de Sainte Lucie,0,0
"Berkay Ateş,Taner Birsel,Sibel Kekilli",3,114,2115,"Policier,Drame,Thriller",Turquie,Özcan Alper,Outplay Films,Nuit Noire en Anatolie,0,0
"Gisela Yupa,Cleiner Yupa,Jorge Pomacanchari",0,80,277,Drame,Pérou,Leonardo Barbuy La Torre,Bobine Films,Diógenes,0,0
"Jean Dujardin,Anaïs Demoustier,Sandrine Kiberlain",12,107,592681,"Policier,Thriller",France,Cédric Jimenez,StudioCanal,Novembre,3,0
"Alexandra Lamy,Muriel Robin,Hugo Questel",7,99,298308,Drame,France,Lisa Azuelos,SND,La Chambre des merveilles,1,1
"Ralph Fiennes,Anya Taylor-Joy,Nicholas Hoult",10,108,124279,Thriller,U.S.A.,Mark Mylod,The Walt Disney Company France,Le Menu,2,0
"Tom Cruise,Miles Teller,Jennifer Connelly",32,131,1529608,Action,U.S.A.,Joseph Kosinski,Paramount Pictures France,Top Gun: Maverick,2,0
"Chris Pratt,Zoe Saldana,Dave Bautista",19,150,1323124,"Action,Fantastique,Science Fiction",U.S.A.,James Gunn,The Walt Disney Company France,Les Gardiens de la Galaxie 3,0,0
"Harris Dickinson,Charlbi Dean Kriek,Woody Harrelson",10,149,179786,"Comédie,Drame",Suède,Ruben Östlund,Bac Films,Sans filtre,1,0
"Alex Lutz,Karin Viard,Jérôme Pouly",7,90,58679,"Drame,Romance",France,Alex Lutz,StudioCanal,Une nuit,1,0
"Nadia Tereszkiewicz,Rebecca Marder,Isabelle Huppert",8,103,427391,"Comédie,Comédie dramatique,Policier",France,François Ozon,Gaumont Distribution,Mon Crime,2,0
"Vin Diesel,Michelle Rodriguez,Jason Momoa",12,141,1140846,Action,U.S.A.,Louis Leterrier,Universal Pictures International France,Fast & Furious X,1,0
"Bérénice Bejo,Élodie Bouchez,Émilie Caen",4,104,71825,Comédie,France,Melissa Drigeard,Warner Bros. France,Hawaii,0,0
"Catherine Deneuve,Denis Podalydès,Michel Vuillermoz",9,92,267041,Comédie,France,Léa Domenach,Warner Bros. France,Bernadette,1,0
"Virginie Efira,Benoît Magimel,Grégoire Colin",13,105,142841,Drame,France,Alice Winocour,Pathé,Revoir Paris,2,1
"Chris Pine,Michelle Rodriguez,Regé-Jean Page",8,134,420168,"Aventure,Fantastique",U.S.A.,"Jonathan Goldstein (XII),John Francis Daley",Paramount Pictures France,Donjons & Dragons : L'Honneur des voleurs,0,0
"Guillaume Canet,Laetitia Dosch,Patience Munchenbach",9,100,128852,"Drame,Fantastique",France,Just Philippot,Pathé,Acide,1,1
"Paul Mescal,Frankie Corio,Celia Rowlson-Hall",8,102,38094,Drame,Grande-Bretagne,Charlotte Wells,Condor Distribution / MUBI,Aftersun,0,0
"Lesley Manville,Isabelle Huppert,Lambert Wilson",8,116,38711,"Comédie,Comédie dramatique,Drame",Grande-Bretagne,Anthony Fabian,Universal Pictures International France,Une robe pour Mrs. Harris,2,0
"Idris Elba,Tilda Swinton,Aamito Lagum",9,109,95617,"Drame,Fantastique,Romance",Australie,George Miller,Metropolitan FilmExport,Trois Mille ans à t’attendre,1,0
"Virginie Efira,Bruno Salomone,Quim Gutiérrez",8,107,68324,Drame,France,Antoine Barraud,Paname Distribution / UFO,Madeleine Collins,1,0
"Jonathan Groff (II),Ben Aldridge,Dave Bautista",8,105,109685,"Epouvante-horreur,Thriller",U.S.A.,M. Night Shyamalan,Universal Pictures International France,Knock at the Cabin,1,0
"Michel Blanc,Julia Piaton,Lionel Abelanski",9,90,250360,Comédie,France,Mélanie Auffret,Zinc Film,Les Petites victoires,1,0
"Philippe Lacheau,Élodie Fontan,Tarek Boudali",9,88,81100,Comédie,France,Philippe Lacheau,StudioCanal,Alibi.com 2,2,0
"Lou de Laâge,Raphaël Personnaz,Isabelle Carré",6,120,64039,Drame,France,Olivier Treiner,SND,Le Tourbillon de la vie,0,1
"Austin Butler,Tom Hanks,Olivia DeJonge",18,159,343596,"Biopic,Musical",U.S.A.,Baz Luhrmann,Warner Bros. France,Elvis,1,0
"Dany Boon,Kad Merad,Charlotte Gainsbourg",8,110,423667,Comédie,France,Dany Boon,Pathé,La Vie pour de vrai,4,1
"Céline Sallette,Nina Meurisse,Julie Ferrier",8,107,125566,"Drame,Thriller",France,Pierre Jolivet,Haut et Court,Les Algues vertes,0,0
"Juliette Gariepy,Laurie Fortin-Babin,Elisabeth Locas",5,118,14171,Thriller,Canada,Pascal Plante,ESC Films,Les Chambres rouges,0,0
"Jason Schwartzman,Scarlett Johansson,Tom Hanks",10,106,117498,"Comédie,Comédie dramatique,Drame",U.S.A.,Wes Anderson,Universal Pictures International France,Asteroid City,3,0
"Angourie Rice,Reneé Rapp,Avantika Vandanapu",7,113,53830,"Comédie,Musical",U.S.A.,"Samantha Jayne,Arturo Perez Jr.",Paramount Pictures France,"Mean Girls, lolita malgré moi",0,0
"Franz Rogowski,Morr N’Diaye,Laetitia Ky",6,91,15437,Drame,France,Giacomo Abbruzzese,KMBO,Disco Boy,0,0
"Margaret Qualley,Joe Alwyn,Benny Safdie",7,138,13094,"Drame,Romance,Thriller",France,Claire Denis,Ad Vitam,Stars At Noon,0,0
"Emilie Dequenne,Max Boublil,Arthur Roose",6,85,3551,"Comédie,Drame",France,Claire Vassé,Nour Films,Double foyer,0,0
"Kenneth Branagh,Gal Gadot,Emma Mackey",15,127,336133,"Policier,Thriller",U.S.A.,Kenneth Branagh,The Walt Disney Company France,Mort sur le Nil,3,0
"Loïse Charpentier,Maryne Bertieaux,Aurélie Konaté",6,80,44535,Animation,France,Benoît Chieux,Haut et Court,Sirocco et le royaume des courants d'air,0,0
"Daniel Kaluuya,Keke Palmer,Steven Yeun",16,130,224705,"Epouvante-horreur,Science Fiction,Thriller",U.S.A.,Jordan Peele,Universal Pictures International France,Nope,0,0
"Lévanah Solomon,Nanoka Hara,Benjamin Jungers",6,122,181032,"Aventure,Animation,Drame",Japon,Makoto Shinkai,Eurozoom,Suzume,0,0
"Jean Dujardin,Joséphine Japy,Izïa Higelin",8,94,438142,Drame,France,Denis Imbert,Apollo Films / TF1 Studio,Sur les chemins noirs,2,0
"Jason Statham,Sylvester Stallone,Andy Garcia",12,103,154647,"Action,Thriller",U.S.A.,Scott Waugh,Metropolitan FilmExport,Expend4bles,2,0
"Kacey Mottet Klein,Ariane Labed,Grégoire Colin",6,90,1912,Fantastique,France,Adrien Beau,The Jokers / Les Bookmakers,Le Vourdalak,0,0
"Lakeith Stanfield,Tiffany Haddish,Owen Wilson",13,122,288762,"Aventure,Comédie,Famille",U.S.A.,Justin Simien,The Walt Disney Company France,Le Manoir hanté,0,0
"Didier Bourdon,Caroline Anglade,Yann Papin",5,84,45576,"Comédie,Policier",France,Benjamin Lehrer,KMBO,38°5 quai des orfèvres,0,0
"Emily Mortimer,Robyn Nevin,Bella Heathcote",7,89,39142,Epouvante-horreur,U.S.A.,Natalie Erika James,Star Invest Films France,Relic,0,0
"Halle Bailey,Cerise Calixte,Jonah Hauer-King",12,136,582814,"Aventure,Famille,Fantastique",U.S.A.,Rob Marshall,The Walt Disney Company France,La Petite sirène,0,0
"Bayan Layla,Derya Durmaz,Nazmi Kırık",3,110,422,Drame,Allemagne,Milena Aboyan,Wayna Pitch,Elaha,0,0
"Louane Emera,Michel Blanc,Victor Belmondo",7,103,127499,"Comédie,Comédie dramatique,Drame",France,Jean-Pierre Améris,ARP Sélection,Marie-Line et son juge,0,0
"Daniel Auteuil,Emmanuelle Devos,Jeanne Cherhal",10,99,90037,Drame,Belgique,Joachim Lafosse,Les Films du Losange,Un silence,1,0
,0,47,4049,"Animation,Famille",France,"Sonia Gerbeaud,Jan Gadermann,Meinardas Valkevicius",Les Films du Préau,Les Petits singuliers,0,0
"Gilles Lellouche,François Civil,Karim Leklou",12,104,483381,"Policier,Thriller",France,Cédric Jimenez,StudioCanal,Bac Nord,2,0
"Gilles Lellouche,Vincent Lacoste,Anaïs Demoustier",3,80,87446,Comédie,France,Quentin Dupieux,Gaumont Distribution,Fumer fait tousser,4,0
"Patrick Borg,Masako Nozawa,Mark Lesser",11,99,218070,"Action,Animation,Fantastique",Japon,Tetsuro Kodama,Sony Pictures Releasing France,Dragon Ball Super: Super Hero,0,0
" D’Jal,Sarah Perles,Pierre Azéma",4,91,147706,Comédie,France,Frank Cimière,Sony Pictures Releasing France,Opération Portugal,0,0
"Lambert Wilson,Josiane Balasko,Sylvie Testud",7,90,109081,Comédie,France,Isabelle Mergault,Zinc Film,Des mains en or,2,0
"Battsooj Uurtsaikh,Nominjiguur Tsend,Tuguldur Batsaikhan",0,98,26073,Drame,Mongolie,Zoljargal Purevdash,Eurozoom,Si seulement je pouvais hiberner,0,0
"Thierry Lhermitte,Patrick Timsit,Marie Bunel",6,80,63084,Comédie,France,Robin Sykes,Apollo Films / Orange Studio,Sexygénaires,1,0
"Carrie Coon,Finn Wolfhard,Mckenna Grace",15,124,280226,"Action,Aventure,Comédie",U.S.A.,Jason Reitman,Sony Pictures Releasing France,S.O.S. Fantômes : L'Héritage,0,0
"Thomas Schubert,Paula Beer,Langston Uibel",6,102,27500,"Comédie dramatique,Romance",Allemagne,Christian Petzold,Les Films du Losange,Le Ciel rouge,0,0
"Nassim Lyes,Loryn Nounay,Olivier Gourmet",10,100,79426,"Action,Thriller",France,Xavier Gens,StudioCanal,Farang,0,0
"Anthony Hopkins,Olivia Colman,Mark Gatiss",7,98,153927,Drame,Grande-Bretagne,Florian Zeller,Orange Studio Distribution / UGC Distribution,The Father,1,0
"Denis Podalydès,Léa Seydoux,Emmanuelle Devos",8,105,41734,"Drame,Romance",France,Arnaud Desplechin,Le Pacte,Tromperie,1,1
"Mia McKenna-Bruce,Lara Peake,Enva Lewis",7,91,34062,Drame,Grande-Bretagne,Molly Manning Walker,Condor Distribution,How to Have Sex,0,0
"Aloïs Agaësse-Mahieu,Micah Abbey,Kylian Trouillard",10,99,281644,"Action,Aventure,Animation",U.S.A.,"Jeff Rowe,Kyler Spears",Paramount Pictures France,Ninja Turtles: Teenage Years,0,0
"Mason Thames,Madeleine McGraw,Ethan Hawke",13,103,136339,"Epouvante-horreur,Thriller",U.S.A.,Scott Derrickson,Universal Pictures International France,Black Phone,1,0
"Yukino Kishii,Tomokazu Miura,Masaki Miura",5,99,18599,Drame,Japon,Sho Miyake,Art House,La Beauté du geste,0,0
"Jason Statham,Holt McCallany,Josh Hartnett",8,119,149025,"Action,Thriller",U.S.A.,Guy Ritchie,Metropolitan FilmExport,Un homme en colère,2,0
" Maïwenn,Johnny Depp,Benjamin Lavernhe",10,117,45029,"Drame,Historique,Romance",France, Maïwenn,Le Pacte,Jeanne du Barry,4,1
"François Damiens,William Lebghil,Laura Felpin",8,98,72930,Comédie,France,Cecilia Rouaud,SND,Les Complices,1,1
"Nicolas Cage,Julianne Nicholson,Jessica Clement",9,102,26466,"Comédie,Fantastique",U.S.A.,Kristoffer Borgli,Metropolitan FilmExport,Dream Scenario,1,0
"Franck Dubosc,Karin Viard,Clotilde Courau",7,100,124644,"Comédie,Romance",France,Philippe Lefebvre,UGC Distribution / Orange Studio,Nouveau départ,2,0
Virginie Efira,6,80,80338,"Aventure,Famille",Italie,Guillaume Maidatchevsky,UGC Distribution / TF1 Studio,Kina & Yuk : renards de la banquise,1,0
"Zabou Breitman,Pascal Elbé,Mélanie Bernier",6,103,52377,Comédie,France,Cécile Telerman,Zinc Film,Ma langue au chat,0,0
"Ana Girardot,Aure Atika,Rossy de Palma",13,90,18262,"Drame,Erotique",France,Anissa Bonnefont,Rezo Films,La Maison,1,0
"Rebecca Marder,Benjamin Lavernhe,Emmanuelle Bercot",6,105,82734,Drame,France,Sylvain Desclous,The Jokers / Les Bookmakers,De Grandes espérances,1,0
"Virginie Efira,Albert Dupontel,Nicolas Marié",8,87,600444,Comédie,France,Albert Dupontel,Gaumont Distribution,Adieu Les Cons,3,0
"Diane Kruger,Mathieu Kassovitz,Marta Nieto",11,123,100349,Thriller,France,Yann Gozlan,SND,Visions,1,1
"Léa Drucker,Benoît Poelvoorde,Alice Isaaz",7,136,302030,"Drame,Historique",France,Clovis Cornillac,Gaumont Distribution,Couleurs de l'incendie,2,0
"Tom Hardy,Woody Harrelson,Michelle Williams",19,98,676090,"Action,Fantastique",U.S.A.,Andy Serkis,Sony Pictures Releasing France,Venom: Let There Be Carnage,2,0
"Lambert Wilson,Grégory Gadebois,Marie Gillain",7,96,222130,Comédie,France,Eric Besnard,SND,Les Choses simples,1,1
"Swann Arlaud,Mélanie Thierry,Denis Podalydès",7,117,27911,Drame,France,Mathias Gokalp,Le Pacte,L'Établi,1,1
"Adèle Exarchopoulos,Alexandre Perrier,Mara Taquin",8,115,53656,"Comédie,Comédie dramatique,Drame",France,"Emmanuel Marre,Julie Lecoustre",Condor Distribution,Rien à foutre,1,0
"Gad Elmaleh,Régine Elmaleh,David Elmaleh",8,93,152695,Comédie,France,Gad Elmaleh,StudioCanal,Reste un peu,0,0
"Valérie Lemercier,Finnegan Oldfield,Elsa Guedj",7,105,15732,Comédie dramatique,France,Bryan Marciano,UGC Distribution / TF1 Studio,L'Arche de Noé,0,0
"Vincent Ropion,Akira Kamiya,Anne Rondeleux",2,94,35833,"Action,Animation,Comédie",Japon,"Kazuyoshi Takeuchi,Kenji Kodama",Star Invest Films France,Nicky Larson - City Hunter: Angel Dust,0,0
"Alain Chabat,Léa Drucker,Benoît Magimel",4,74,133330,Comédie,France,Quentin Dupieux,Diaphana Distribution,Incroyable mais vrai,3,0
"Roschdy Zem,Anouk Grinberg,Noémie Merlant",9,100,192906,Comédie,France,Louis Garrel,Ad Vitam,L'Innocent,2,0
"Joaquin Phoenix,Nathan Lane,Amy Ryan",8,179,35019,"Aventure,Comédie,Drame",U.S.A.,Ari Aster,ARP Sélection,Beau Is Afraid,1,0
"Cate Blanchett,Nina Hoss,Noémie Merlant",12,158,98869,Drame,U.S.A.,Todd Field,Universal Pictures International France,Tár,1,0
"Stefano Cassetti,Manal Issa,Danil Vorobyev",3,85,260,"Drame,Romance",France,Charles Guérin Surville,Beabia Films,Follia,0,0
"Lubna Azabal,Saleh Bakri,Ayoub Missioui",7,122,54381,"Drame,Romance",France,Maryam Touzani,Ad Vitam,Le Bleu du Caftan,0,0
"Denis Podalydès,Jonathan Cohen,Stefan Crepon",7,114,88397,Comédie,France,Cédric Kahn,Ad Vitam,Making Of,1,0
"Lambert Wilson,Franck Dubosc,Guillaume De Tonquédec",10,98,271193,Comédie,France,Eric Lavaine,StudioCanal,Plancha,2,0
"Laure Calamy,Zita Hanrot,India Hair",10,120,68373,Comédie dramatique,France,Blandine Lenoir,Diaphana Distribution,Annie Colère,1,0
"Anne Hathaway,Jeremy Strong,Banks Repeta",12,115,155547,Drame,U.S.A.,James Gray,Universal Pictures International France,Armageddon Time,1,0
"Hugh Jackman,Laura Dern,Vanessa Kirby",8,123,102272,Drame,France,Florian Zeller,Orange Studio Distribution / UGC Distribution,The Son,2,0
"Emilia Clarke,Chiwetel Ejiofor,Vinette Robinson",7,110,9440,"Comédie,Romance,Science Fiction",U.S.A.,Sophie Barthes,Jour2fête,The Pod Generation,1,0
"Khaled Hamdan,Abeer Mohammed,Samah Alamrani",5,91,7536,Drame,Yemen,Amr Gamal,Paname Distribution,Les Lueurs d'Aden,0,0
"Bob Odenkirk,Aleksey Serebryakov,Connie Nielsen",12,92,80440,Action,U.S.A.,Ilya Naishuller,Universal Pictures International France,Nobody,0,0
"Sabrina Levoye,Teïlo Azaïs,Jean-Pierre Lorit",6,94,41119,"Drame,Romance",France,Philippe Lioret,Paname Distribution,16 ans,0,0
"Karin Viard,Melvin Boomer,Steve Tientcheu",7,100,279606,Comédie dramatique,France,Jennifer Devoldere,Warner Bros. France,Sage-Homme,1,0
"Maria Lukyanova,Gela Chitava,Eldar Safikanov",4,119,3217,Drame,Russie,Ilya Povolotsky,Bodega Films,La Grâce,0,0
"Matthew McConaughey,Jenifer Bartoli,Reese Witherspoon",6,110,1173587,"Animation,Famille,Comédie musicale",U.S.A.,"Garth Jennings,Christophe Lourdelet",Universal Pictures International France,Tous en scène 2,1,0
"Franck Dubosc,Aure Atika,Swann Joulin",6,96,256753,Comédie,France,Ludovic Bernard,StudioCanal,10 jours encore sans maman,1,0
"Virginie Efira,Roschdy Zem,Chiara Mastroianni",11,103,142402,Drame,France,Rebecca Zlotowski,Ad Vitam,Les Enfants des autres,2,0
"Mads Mikkelsen,Thomas Bo Larsen,Magnus Millang",8,117,114935,"Comédie,Drame",Danemark,Thomas Vinterberg,Haut et Court,Drunk,1,0
"Josh O'Connor,Carol Duarte,Isabella Rossellini",5,133,26496,"Comédie,Comédie dramatique,Drame",France,Alice Rohrwacher,Ad Vitam,La Chimère,0,0
"Ansel Elgort,Rachel Zegler,Ariana DeBose",21,157,177526,"Drame,Comédie musicale,Romance",U.S.A.,Steven Spielberg,The Walt Disney Company France,West Side Story,1,0
"Anouck Hautbois,Benjamin Bollen,Antoine Tomé",6,99,660421,"Action,Aventure,Animation",France,Jeremy Zag,SND,Miraculous - le film,0,1
"Thierry Lhermitte,Ramzy Bedia,François-Xavier Demaison",10,97,102659,Comédie,France,Audrey Dana,Warner Bros. France,Hommes au bord de la crise de nerfs,2,0
"Liam Neeson,Noma Dumezweni,Lilly Aspell",9,91,124439,"Action,Thriller",Allemagne,Nimród Antal,StudioCanal,Retribution,1,0
"Benoît Poelvoorde,Justine Lacroix,Joseph Rozé",6,87,12196,"Comédie,Comédie dramatique,Drame",France,Olivier Babinet,Haut et Court,Normale,1,0
"Vincent Lindon,Agathe Rousselle,Garance Marillier",7,108,88523,"Drame,Epouvante-horreur,Thriller",France,Julia Ducournau,Diaphana Distribution,Titane,1,0
"Leïla Bekhti,Damien Bonnard,Gabriel Merz Chammah",10,114,53677,Drame,Belgique,Joachim Lafosse,Les Films du Losange,Les Intranquilles,1,0
