,budget,compositeur,date,duree,entrees_premiere_semaine,franchise,genre,pays,producteur,remake,salles_premiere_semaine,titre,scoring_acteurs_realisateurs,season,coeff_studio
1187,3000000,,2013-09-18,96,16195,,Drame,Etats-Unis,,,,Les Amants du Texas,0.0,Automne,0
1188,0,,1998-07-08,94,16537,,Thriller,Etats-Unis,,,,Playing God,0.2068965517241379,Été,0
1189,2000000,,2010-11-17,120,16550,,Documentaire,Etats-Unis,,,,Inside Job,0.1034482758620689,Automne,3
1190,2031105,,2011-02-02,85,16551,,Drame,France,,,50,Contre toi,0.0,Hiver,0
1191,3600000,,2016-12-28,87,16591,,Drame,France,,,,"L'Ami, François d'Assise et ses frères",0.0,Hiver,2
1192,20988731,,2005-07-20,120,16772,,Drame,Canada,,,,Nouvelle France,0.4137931034482758,Été,0
1193,60000000,,2010-12-01,113,16811,,Comédie,Etats-Unis,,,67,Scott Pilgrim,0.1034482758620689,Hiver,3
1194,22000000,James Newton Howard,2018-03-14,129,16920,,Aventure - Action,Etats-Unis,,,,L'Affaire Roman J.,0.3448275862068966,Printemps,3
1195,0,,2017-05-10,98,17156,,Comédie dramatique,Etats-Unis,,,,Outsider,0.0344827586206896,Printemps,0
1196,14000000,,2001-12-26,95,17136,,Romance,Etats-Unis,,,,Crazy/Beautiful,0.0,Hiver,0
1197,100000,,2017-12-20,87,17230,,Drame,Etats-Unis,,,,A Ghost Story,0.0,Hiver,3
1198,0,,1998-05-13,107,17245,,Comédie dramatique,Etats-Unis,,,,Secrets,0.2068965517241379,Printemps,1
1199,0,,2007-11-28,110,17419,,Thriller,Etats-Unis,,,,Agent double,0.0,Automne,2
1200,0,,2004-11-17,128,17424,,Comédie,Etats-Unis,,,,"Moi, Peter Sellers",0.0689655172413793,Automne,0
1201,14000000,,2023-12-20,103,17490,,Comédie dramatique,Etats-Unis,,,,Une équipe de rêve,0.0689655172413793,Hiver,3
1202,27000000,,2002-10-09,111,17530,,Romance,Etats-Unis,,,163,Les Divins secrets,0.1724137931034483,Automne,3
1203,0,,2016-04-06,125,17560,,Comédie dramatique,Italie,,Remake,,A Bigger Splash,0.2068965517241379,Printemps,2
1204,9000000,,2000-09-06,125,17676,,Thriller,Etats-Unis,,,66,Les Initiés,0.4482758620689655,Automne,0
1205,0,,2023-03-08,104,17688,,Drame,Etats-Unis,,,,Women Talking,0.0,Printemps,3
1206,0,,2017-03-01,99,17770,,Thriller,Etats-Unis,,,,A ceux qui nous ont offensés,0.0689655172413793,Printemps,0
1207,3500000,,2016-09-07,102,18164,,Drame,France,,,,Voir du pays,0.0,Automne,0
1208,0,,2007-01-31,112,18089,,Drame,Grande-Bretagne,,,,Snow Cake,0.0,Hiver,1
1209,8682000,,2013-07-03,122,18080,,Animation,Etats-Unis,,,106,Le Congrès,0.0,Été,2
1210,0,,2014-10-29,102,18123,,Romance,Irlande,,,,Et (beaucoup) plus si affinités,0.2413793103448276,Automne,2
1211,0,Alexandre Desplat,2016-12-28,126,18114,,Drame,Etats-Unis,,,,American Pastoral,0.1724137931034483,Hiver,0
1212,2969045,,2014-12-31,86,18304,,Drame,France,,,,Pasolini,0.0,Hiver,0
1213,25000000,,2008-11-05,97,18363,,Comédie,Etats-Unis,,,,Mon espion préféré,0.0,Automne,0
1214,11673152,,2005-11-09,139,18691,,Drame,Danemark,,,,Manderlay,0.1034482758620689,Automne,0
1215,9000000,,2017-09-27,127,18785,,Drame,Etats-Unis,,,,Le Château de verre (2017),0.0344827586206896,Automne,0
1216,27235,,2005-01-19,90,19005,,Aventure - Action,Etats-Unis,,,,L'Empreinte de la mort,0.0,Hiver,0
1217,0,,2004-07-14,96,19089,,Thriller,Etats-Unis,,,,Les Témoins,0.0,Été,0
1218,0,,2003-08-27,121,19126,,Thriller,Etats-Unis,,,88,Amours suspectes,0.0,Été,0
1219,36628,,2023-02-01,116,18993,,Drame,France,,,,Un petit frère,0.0,Hiver,0
1220,0,,2007-09-12,96,18825,,Comédie dramatique,Etats-Unis,,,,King of California,0.0,Automne,0
1221,0,,2015-11-25,118,19152,,Drame,Etats-Unis,,,39,Knight of Cups,0.9310344827586208,Automne,0
1222,51128,,2005-01-12,88,19217,,Drame,Israël,,,,Terre promise,0.0,Hiver,2
1223,0,Alan Silvestri,1993-01-13,77,19200,,Animation,Etats-Unis,,,,Les Aventures de Zak et Crysta dans la forêt de FernGully,0.1724137931034483,Hiver,3
1224,10000000,,2019-03-06,97,19312,,Comédie dramatique,Etats-Unis,,,,Stan & Ollie,0.0,Printemps,0
1225,1000000,,2017-05-10,93,19347,,Documentaire,Etats-Unis,,,,I am Not Your Negro,0.1034482758620689,Printemps,1
1226,0,,2018-04-04,114,19329,,Drame,Etats-Unis,,,,"Don’t Worry, He Won’t Get Far On Foot",0.1724137931034483,Printemps,0
1227,0,,2001-05-30,101,19346,,Guerre,Etats-Unis,,,25,Tigerland,0.1034482758620689,Printemps,2
1228,0,,2010-12-29,89,19582,,Comédie,Etats-Unis,,,,Rendez-vous l'été prochain,0.0,Hiver,2
1229,31000000,,2002-01-16,100,19642,,Comédie dramatique,Etats-Unis,,,,Cœurs perdus en Attantide,0.2413793103448276,Hiver,3
1230,0,,2016-04-27,110,20069,,Drame,Etats-Unis,,,,Nos souvenirs,0.2758620689655172,Printemps,2
1231,0,,2018-07-04,105,20073,,Thriller,France,,,130,Joueurs,0.2068965517241379,Été,0
1232,30000000,,2014-01-01,120,20083,,Thriller,Etats-Unis,,Remake,,Old Boy (2013),0.1724137931034483,Hiver,3
1233,2000000,,2011-07-27,99,20256,,Drame,France,,,27,Lourdes,0.1379310344827586,Été,1
1234,0,,2005-06-08,98,20300,,Comédie,Etats-Unis,,,78,A dirty shame,0.0,Été,0
1235,0,,2022-01-12,90,20374,,Documentaire,France,,,79,Jane par Charlotte,0.1034482758620689,Hiver,1
1236,0,,2006-09-13,119,20416,,Drame,Etats-Unis,,,,Love Song,0.1724137931034483,Automne,2
1237,3500000,,2004-03-03,103,20393,,Drame,Etats-Unis,,,,Gerry,0.1034482758620689,Printemps,1
1238,0,,2009-02-25,92,20474,,Comédie,Etats-Unis,,,,Miss Pettigrew,0.1379310344827586,Hiver,2
1239,0,,2023-07-05,111,20443,,Drame,Etats-Unis,,,85,Master Gardener,0.0,Été,0
1240,8300000,,2022-01-26,108,20705,,Drame,Etats-Unis,,,85,Nos âmes d'enfants,0.1724137931034483,Hiver,0
1241,0,,2014-01-01,90,20720,,Drame,Etats-Unis,,,,Fruitvale Station,0.0344827586206896,Hiver,2
1242,0,Howard Shore,1997-01-29,118,20951,,Documentaire,Etats-Unis,,,9,Looking for Richard,0.4137931034482758,Hiver,2
1243,40000000,,2009-09-30,105,20977,,Science Fiction,Etats-Unis,,,,Pandorum,0.0,Automne,2
1244,0,,2012-06-20,98,21009,,Drame,Etats-Unis,,,,The Deep Blue Sea,0.0,Été,0
1245,0,,2021-12-15,103,21493,,Animation,Allemagne,,,,Monster Family,0.0,Hiver,0
1246,39098,,2022-11-16,123,21203,,Drame,France,,,113,Plus que jamais,0.1034482758620689,Automne,1
1247,0,,2022-03-16,169,21259,,Drame,France,,,,L'Histoire de ma femme,0.1379310344827586,Printemps,0
1248,54000000,,2003-11-12,122,21242,,Thriller,Etats-Unis,,,,Amours troubles,0.7931034482758621,Automne,0
1249,7000000,,2010-03-03,111,21450,,Drame,Etats-Unis,,,,Crazy Heart,0.1034482758620689,Printemps,3
1250,0,,2010-11-10,110,21404,,Drame,Grande-Bretagne,Ridley Scott,,,Welcome to the Rileys,0.2413793103448276,Automne,0
1251,0,,2006-12-13,138,21658,,Musical,Grande-Bretagne,,,,La Flûte enchantée (2006),0.2758620689655172,Hiver,0
1252,30000000,,2004-02-18,111,21616,,Comédie,Etats-Unis,,,,Le Secret des Frères McCann,0.0,Hiver,0
1253,5000000,,2010-11-24,104,21667,,Comédie,Italie,,Remake,49,Benvenuti al Sud,0.2068965517241379,Automne,2
1254,20000000,,2009-08-05,109,21727,,Comédie,Etats-Unis,,,55,Une arnaque presque parfaite,0.0,Été,2
1255,31360,,2007-03-07,90,21790,,Drame,France,,,,Mon fils à moi,0.0,Printemps,2
1256,0,,2014-12-10,116,21894,,Drame,Etats-Unis,,,87,"Men, Women & Children",0.2758620689655172,Hiver,3
1257,2500000,,2004-03-10,112,22753,,Drame,Grande-Bretagne,,,,The Mother,0.1379310344827586,Printemps,2
1258,4500000,,2010-04-28,98,22187,,Comédie dramatique,Etats-Unis,,,31,Life During Wartime,0.0,Printemps,2
1259,7000000,,1996-06-05,92,22432,,Comédie,Etats-Unis,,,80,Flirter avec les embrouilles,0.0689655172413793,Été,0
1260,42286,,2023-07-12,106,22450,,Drame,France,,,,Le Retour (2023),0.0,Été,2
1261,1000000,,2011-12-28,92,22606,,Drame,Pologne,,,,"Bruegel, le moulin et la croix",0.0,Hiver,1
1262,18000000,,1998-03-11,112,22651,,Drame,Etats-Unis,,,,Ice Storm,0.0,Printemps,1
1263,8000000,,2016-01-13,98,23660,,Comédie,Etats-Unis,,,,Randonneurs Amateurs,0.1724137931034483,Hiver,0
1264,5500000,,2008-12-10,115,23652,,Comédie dramatique,Italie,,,,Caos Calmo,0.0,Hiver,0
1265,0,,2004-06-09,97,22902,,Comédie,Etats-Unis,,Remake,141,Espion mais pas trop,0.1379310344827586,Été,0
1266,8000000,,1993-06-16,98,22878,,Thriller,Etats-Unis,,,42,Red Rock West,0.0689655172413793,Été,0
1267,22000000,,2001-09-12,90,22938,,Romance,Etats-Unis,Neal H. Moritz,,,Diablesse,0.0,Automne,0
1268,0,,2002-02-20,120,23080,,Comédie dramatique,France,,,,Lundi matin,0.0,Hiver,0
1269,7500000,,2017-11-08,108,23400,,Drame,Etats-Unis,,,,Borg/McEnroe,0.0,Automne,0
1270,0,,2022-11-30,97,23381,,Comédie,Grande-Bretagne,,,140,Mes rendez-vous avec Leo,0.1724137931034483,Automne,0
1271,16800000,,2007-01-10,120,23348,,Drame,Etats-Unis,,,,Fur : un portrait imaginaire de Diane Arbus,0.3448275862068966,Hiver,0
1272,2100000,,2017-03-08,83,23453,,Comédie,France,,,,Paris pieds nus,0.0344827586206896,Printemps,0
1273,0,,2006-01-25,105,23662,,Drame,Etats-Unis,,,,The King,0.0,Hiver,0
1274,0,,2010-12-08,101,23663,,Comédie,Grande-Bretagne,,,47,We Are 4 Lions,0.0,Hiver,0
1275,0,,2019-06-26,92,23677,,Drame,Etats-Unis,,,,Teen Spirit,0.0,Été,0
1276,70000000,,2004-07-28,91,23810,,Aventure - Action,Etats-Unis,,,-,Ballistic,0.0,Été,0
1277,1500000,,2006-07-12,81,23831,,Comédie,Etats-Unis,,,,Les Berkman se séparent,0.0,Été,1
1278,30000000,,2023-11-29,104,24125,,Comédie dramatique,Etats-Unis,,,145,Dumb Money,0.0,Automne,0
1279,11000000,,1994-04-06,118,23856,,Comédie dramatique,Etats-Unis,,,,Gilbert Grape,0.5172413793103449,Printemps,2
1280,40367,,2010-06-16,96,24140,,Guerre,Irlande,,,81,Eyes of War,0.1034482758620689,Été,0
1281,16000000,,2008-01-30,118,24823,,Drame,Etats-Unis,,,,Nos souvenirs brûlés,0.0,Hiver,3
1282,0,,2019-01-16,100,24230,,Drame,France,,,157,Holy Lands,0.0,Hiver,2
1283,8743685,,2018-10-17,155,24387,,Thriller,Danemark,,,,The House That Jack Built,0.0,Automne,0
1284,17000000,,2003-10-01,98,24450,,Thriller,Etats-Unis,Jerry Brukheimer,,,Veronica Guerin,0.6206896551724138,Automne,0
1285,43908,,2021-12-15,90,24517,,Comédie dramatique,France,,,128,Chère Léa,0.0,Hiver,0
1286,57757,,2014-03-19,85,24849,,Comédie,France,,,,Wrong Cops,0.6206896551724138,Printemps,0
1287,0,,1998-06-17,102,24921,,Romance,Grande-Bretagne,,,,Les Ailes de la colombe,0.0,Été,0
1288,62000000,,2001-08-01,125,24968,,Thriller,Etats-Unis,,,-,Destination: Graceland,0.2413793103448276,Été,3
1289,60000000,,2009-08-12,100,24954,,Comédie,Etats-Unis,Judd Apatow,,92,L'An 1 : Des débuts difficiles,0.0,Été,3
1290,0,,2007-07-25,114,24919,,Drame,Espagne,,,,Les Fantomes de Goya,0.5517241379310345,Été,2
1291,20000000,,2012-11-28,112,25259,,Drame,Etats-Unis,,,,Chasing Mavericks,0.1379310344827586,Automne,3
1292,0,,2006-06-28,117,25272,,Drame,Canada,,,111,Tideland,0.0,Été,0
1293,7000000,,2002-06-05,115,25374,,Comédie,Etats-Unis,,,-,Ghost World,0.0689655172413793,Été,0
1294,0,,2023-08-30,88,25332,,Animation,Australie,,,302,Le Rêve de Daisy,0.0,Été,0
1295,0,,2007-02-28,101,25492,,Comédie,Danemark,,,,Le Direktor,0.0,Hiver,0
1296,15710710,,2015-01-14,138,25397,,Drame,Allemagne,,,,The Cut,0.2068965517241379,Hiver,0
1297,10000000,James Horner,2014-05-14,143,25606,,Drame,Mexique,,,61,Cristeros,0.0,Printemps,0
1298,12000000,,1996-05-29,108,25623,,Comédie,Etats-Unis,,,44,Girl 6,0.0,Printemps,0
1299,14750302,Alexandre Desplat,2016-11-23,103,25870,,Drame,Grande-Bretagne,,,,Seul dans Berlin,0.1724137931034483,Automne,2
1300,3500000,,2017-02-08,158,25641,,Drame,Etats-Unis,,,,American Honey,0.0,Hiver,0
1301,29100000,,2023-05-31,89,25767,,Comédie,Etats-Unis,,,226,Mon père et moi,0.1724137931034483,Printemps,0
1302,0,,2009-04-15,114,25792,,Comédie dramatique,Etats-Unis,,,33,Rachel se marie,0.1034482758620689,Printemps,3
1303,25000000,,2008-10-08,118,25808,,Drame,Japon,,,,Blindness,0.0,Automne,2
1304,0,Hans Zimmer,2016-02-10,103,25790,,Drame,Etats-Unis,,,,Free Love,0.0,Hiver,0
1305,62000000,,2006-02-08,93,25794,,Science Fiction,Etats-Unis,,,,Aeon Flux,0.0689655172413793,Hiver,0
1306,0,,2010-03-31,92,25788,,Drame,Espagne,,,75,Manolete,0.0,Printemps,0
1307,55000000,James Horner,2006-11-01,128,26161,,Drame,Etats-Unis,,,,Les Fous du roi,0.7241379310344828,Automne,1
1308,6640000,,2006-04-26,127,26180,,Drame,France,,,,Klimt,0.0,Printemps,0
1309,0,,2005-01-05,125,26221,,Drame,Italie,,,,A corps perdus,0.0,Hiver,2
1310,0,,2001-03-21,124,26167,,Drame,Etats-Unis,,,,"Quills, la plume et le sang",0.6206896551724138,Printemps,2
1311,0,,2012-10-03,104,27469,,Romance,Etats-Unis,,,41,Elle s'appelle RUBY,0.0,Automne,3
1312,23000000,,2001-09-05,97,27219,,Romance,Etats-Unis,,,,Attraction animale,0.0344827586206896,Automne,2
1313,0,,2003-10-08,101,26584,,Comédie,Etats-Unis,,,,American Splendor,0.0,Automne,0
1314,0,James Horner,1993-07-28,108,26627,,Drame,Etats-Unis,Frank Marshall,,83,Kalahari - A la poursuite des chasseurs d'ivoire,0.0,Été,2
1315,3348410,,2003-03-12,113,26609,,Comédie,Espagne,,,,Les Lundis au soleil,0.3103448275862069,Printemps,0
1316,0,,2014-10-15,91,26905,,Thriller,Etats-Unis,,,58,White Bird,0.0,Automne,0
1317,30000000,,2005-01-26,114,27062,,Romance,Etats-Unis,,Remake,94,Rencontre à Wicker Park,0.0,Hiver,2
1318,90000000,,2017-11-29,134,27507,,Drame,Etats-Unis,,,80,La Promesse (2017),0.1724137931034483,Automne,0
1319,27000000,,2005-03-23,99,27579,,Thriller,Etats-Unis,Paula Wagner,,83,Suspect Zero,0.0,Printemps,1
1320,0,,2019-02-20,123,27571,,Thriller,Etats-Unis,,,107,Destroyer,0.3448275862068966,Hiver,0
1321,10923517,,2012-07-25,110,27743,,Drame,Grande-Bretagne,,,70,360,0.2758620689655172,Été,0
1322,45000000,,2001-06-06,116,28139,,Western,Etats-Unis,,,59,De si jolis chevaux,0.1034482758620689,Été,0
1323,3000000,,1993-01-27,104,28124,,Horreur,Nouvelle-Zélande,,,21,Braindead,0.0,Hiver,0
1324,6240000,,2022-03-09,99,28119,,Comédie,France,,,225,Kung Fu Zohra,0.0,Printemps,2
1325,3500000,,2008-07-30,98,28117,,Thriller,Etats-Unis,,,54,Surveillance,0.0,Été,0
1326,0,Jerry Goldsmith,1993-07-07,110,28406,,Drame,Etats-Unis,,,,La Disparue,0.1724137931034483,Été,3
1327,2350000,,2007-02-21,95,28565,,Drame,France,,,,Nue propriété,0.6206896551724138,Hiver,2
1328,5340000,,2009-02-11,75,28646,,Animation,Belgique,,,,Brendan et le secret de Kells,0.0,Hiver,1
1329,52327,,2023-07-05,105,28720,,Thriller,Espagne,,,152,À contretemps,0.0,Été,0
1330,0,,2021-12-29,109,29051,,Thriller,Etats-Unis,,,89,The Card Counter,0.0,Hiver,0
1331,0,,2015-09-23,129,29139,,Drame,Grande-Bretagne,,,64,Mémoires de jeunesse,0.0,Automne,0
1332,40000000,,2004-10-20,113,29219,,Film familial,Etats-Unis,,,,Un mariage de princesse,0.1034482758620689,Automne,3
1333,20000000,,2009-04-01,110,29171,,Thriller,Etats-Unis,Michael Bay,,81,Les Cavaliers de l'Apocalypse,0.0,Printemps,0
1334,18000000,,2014-04-30,111,29287,,Drame,Etats-Unis,,,,Last days of Summer,0.5172413793103449,Printemps,3
1335,160000000,Hans Zimmer,2020-08-12,148,29323,,Science Fiction,Etats-Unis,Christopher Nolan,,169,Inception (10th Anniversary),1.0,Été,3
1336,45000000,,1999-10-20,120,29776,,Drame,Etats-Unis,,,56,"Jakob, le menteur",0.4482758620689655,Automne,0
1337,0,,2018-05-09,110,29439,,Comédie,Etats-Unis,,,,Gringo,0.0689655172413793,Printemps,0
1338,1800000,,2015-05-19,93,29619,,Drame,France,,,,La Loi du Marché,0.1724137931034483,Printemps,0
1339,50000000,,2006-08-02,86,29701,,Animation,Etats-Unis,Brian Grazer,,,"Georges, le petit curieux",0.0,Été,0
1340,0,,1995-02-01,115,30011,,Romance,Etats-Unis,,,72,Only You,0.0,Hiver,3
1341,0,Jerry Goldsmith,1994-07-13,99,30093,,Western,Etats-Unis,,,80,Belles de l'Ouest,0.0,Été,3
1342,0,,2023-03-08,109,30113,,Romance,Grande-Bretagne,,,187,Et l'amour dans tout ça ?,0.1724137931034483,Printemps,2
1343,0,,2004-11-24,95,30159,,Comédie,Grande-Bretagne,,,149,Si seulement,0.0,Automne,2
1344,0,,2013-02-06,102,30150,,Drame,Grande-Bretagne,,,73,Shadow Dancer,0.0,Hiver,0
1345,5392815,,2010-07-14,104,30364,,Thriller,France,,,136,L'Autre monde,0.1379310344827586,Été,2
1346,40000000,,2016-03-30,102,30388,,Comédie,Etats-Unis,,,103,Mise à l'épreuve 2,0.0,Printemps,3
1347,40000000,,2009-12-02,108,30437,,Horreur,Etats-Unis,,,107,L'Assistant du vampire,0.0,Hiver,3
1348,12500000,,2007-10-17,113,30477,,Romance,Grande-Bretagne,,,,Jane,0.1379310344827586,Automne,0
1349,0,,2007-07-04,107,31177,,Comédie,Etats-Unis,,,,Delirious,0.0,Été,1
1350,0,,2018-01-03,112,30522,,Comédie dramatique,Italie,,,,L'Echappée belle (2018),0.0,Hiver,0
1351,0,,2014-04-23,112,30536,,Thriller,Etats-Unis,,,60,Night Moves (2014),0.0,Printemps,2
1352,65000000,,2001-08-01,105,30543,,Comédie,Etats-Unis,,,-,Le Bon numéro,0.1034482758620689,Été,0
1353,6714286,,2012-07-18,159,30726,,Drame,Canada,,,53,Laurence Anyways,0.3448275862068966,Été,1
1354,35000000,,2001-05-09,135,30740,,Western,Etats-Unis,,,107,Chevauchée avec le diable,0.0,Printemps,0
1355,0,,2017-11-01,109,30756,,Drame,Grande-Bretagne,,,,Mise à mort du cerf sacré,0.4482758620689655,Automne,2
1356,10000000,James Newton Howard,2013-10-02,92,30776,,Drame,Etats-Unis,,,98,Parkland,0.0344827586206896,Automne,0
1357,40000000,,2008-06-11,114,30753,,Guerre,Etats-Unis,,,94,Les Orphelins de Huang Shui,0.0,Été,0
1358,0,,2021-10-13,114,30792,,Comédie dramatique,France,,,185,L'Homme de la cave,0.1724137931034483,Automne,2
1359,374452,,1999-12-08,87,31533,,Animation,Japon,,,-,Mon voisin Totoro,0.0689655172413793,Hiver,1
1360,0,,2018-03-07,102,30909,,Drame,Grande-Bretagne,Jacques Perrin,,,Le Jour de mon retour,0.2068965517241379,Printemps,2
1361,39000000,,2009-11-25,108,30935,,Romance,Etats-Unis,Brad Pitt,,90,Hors du temps,0.0,Automne,0
1362,30000000,,2003-08-20,100,30883,,Drame,Etats-Unis,,,57,Un Américain bien tranquille,0.0,Été,0
1363,0,,2023-08-02,126,31238,,Drame,Italie,,,131,Le Colibri,0.0,Été,0
1364,0,,2018-04-04,108,30993,,Drame,Grande-Bretagne,,,85,A l’heure des souvenirs,0.0,Printemps,0
1365,0,,2015-11-11,101,31263,,Drame,France,,,93,Les Anarchistes,0.3793103448275862,Automne,0
1366,50000000,,2007-06-13,115,31206,,Drame,Etats-Unis,,,,Faussaire,0.0,Été,0
1367,24000000,,2011-03-02,98,31302,,Aventure - Action,Etats-Unis,,,,Faster,0.0689655172413793,Printemps,3
1368,28000000,,2009-02-04,95,31351,,Comédie,Etats-Unis,,,110,Les Grands frères,0.0,Hiver,3
1369,2000000,,2019-02-06,97,31579,,Aventure - Action,Islande,,,,Arctic,0.0344827586206896,Hiver,0
1370,0,Hans Zimmer,1993-04-28,118,31673,,Comédie,Etats-Unis,,,,Toys,0.1724137931034483,Printemps,0
1371,5170722,,2014-11-19,131,31663,,Comédie dramatique,France,,,122,Eden,0.1379310344827586,Automne,2
1372,0,,2005-07-06,106,31752,,Thriller,Etats-Unis,,,47,Profession profiler,0.0,Été,1
1373,5200000,,2018-11-07,125,31729,,Drame,Italie,,,,Heureux comme Lazzaro,0.0,Automne,2
1374,12000000,,1999-01-06,100,31755,,Drame,Etats-Unis,,,89,D'une vie à l'autre,0.0,Hiver,0
1375,0,Hans Zimmer,1993-07-14,109,31752,,Thriller,Etats-Unis,,Remake,52,Nom de code: Nina,0.0,Été,3
1376,20000000,,2023-02-08,130,31818,,Drame,Etats-Unis,,,115,Emmett Till,0.0,Hiver,3
1377,0,,2022-06-29,95,31723,,Thriller,France,,,205,Entre la vie et la mort,0.0,Été,2
1378,10000000,,2006-05-10,140,31821,,Drame,Etats-Unis,,,,Chromophobia,0.0689655172413793,Printemps,0
1379,3370000,,2022-08-31,95,32452,,Comédie dramatique,France,,,,Les Cinq Diables (The Five Devils),0.1724137931034483,Été,2
1380,2801897,,2015-07-29,83,31881,,Comédie dramatique,France,,,125,Les Chaises musicales,0.0,Été,0
1381,4000000,,2015-05-20,91,31827,,Thriller,Etats-Unis,Jason Blum,,53,Un voisin trop parfait,0.0,Printemps,3
1382,13000000,,2007-04-04,118,31899,,Drame,Etats-Unis,,,,Scandaleusement célèbre,0.3103448275862069,Printemps,2
1383,4000000,,2019-12-18,110,32156,,Thriller,Etats-Unis,,,,The Lighthouse,0.1034482758620689,Hiver,3
1384,14000000,,1999-08-11,121,32211,,Drame,Etats-Unis,,,110,La Carte du cœur,0.3448275862068966,Été,0
1385,2266945,,2007-09-12,141,32256,,Drame,France,,,,La Question humaine,0.0,Automne,1
1386,8500000,Alexandre Desplat,2015-04-22,115,32241,,Drame,Allemagne,,,102,Every Thing Will Be Fine,0.2068965517241379,Printemps,0
1387,1000000,,2011-06-15,112,32527,,Drame,Etats-Unis,,,80,Blue Valentine,0.1379310344827586,Été,0
1388,0,,2003-06-04,104,32621,,Drame,Etats-Unis,,,60,La Secrétaire,0.0,Été,0
1389,0,,2009-06-10,102,32647,,Comédie,Etats-Unis,,,46,Sunshine Cleaning,0.1379310344827586,Été,0
1390,0,,1996-11-27,123,32658,,Drame,Grande-Bretagne,,,51,Jude,0.4482758620689655,Automne,1
1391,0,,2019-07-03,88,32890,,Animation,Allemagne,,,265,Manou à l'école des goélands,0.4482758620689655,Été,2
1392,0,,2023-05-17,107,32871,,Comédie dramatique,France,,,251,Umami,0.4482758620689655,Printemps,0
1393,35000000,,2013-06-12,111,32931,,Comédie,Etats-Unis,,,164,Arnaque à la carte,0.0,Été,3
1394,12000000,,2002-12-04,80,32938,,Comédie,Etats-Unis,,,-,Bienvenue à Collinwood,0.4137931034482758,Hiver,0
1395,4525933,,2014-01-29,124,34065,,Drame,Danemark,,,,Nymphomaniac - Volume 2,0.1034482758620689,Hiver,0
1396,8216500,,2017-11-01,130,33044,,Thriller,Belgique,,,,Le Fidèle,0.3103448275862069,Automne,2
1397,0,,2013-01-02,103,33137,,Comédie dramatique,Etats-Unis,,,,Le Monde de Charlie,0.1724137931034483,Hiver,2
1398,0,,2006-01-11,85,33198,,Comédie,Etats-Unis,,,69,Le Boss,0.1034482758620689,Hiver,0
1399,2900000,,2019-01-02,104,33521,,Comédie,France,,,,Un beau voyou,0.0,Hiver,0
1400,3998949,,2015-10-14,84,33691,,Animation,France,,,173,Phantom Boy,0.0,Automne,0
1401,0,,2004-05-26,104,33703,,Thriller,Etats-Unis,,,-,Wonderland,0.0,Printemps,0
1402,30000000,,2006-06-14,88,33835,,Aventure - Action,Etats-Unis,,,95,Ultraviolet,0.0,Été,1
1403,5000000,,2021-06-23,101,33783,,Comédie,Etats-Unis,,,218,Freaky,0.0,Été,3
1404,0,,2016-04-27,98,33844,,Comédie,Etats-Unis,,,98,Maggie a un plan,0.3448275862068966,Printemps,0
1405,0,,2008-05-07,105,33872,,Thriller,Espagne,,,,GAL,0.0344827586206896,Printemps,2
1406,0,,2017-07-12,145,34155,,Drame,Etats-Unis,,,64,Song To Song,0.9655172413793104,Été,0
1407,5000000,,2006-04-19,112,34266,,Drame,Espagne,,,74,Secret Life of Words,0.0,Printemps,0
1408,2000000,,2003-12-10,95,34217,,Comédie,Etats-Unis,,,,Thirteen,0.0,Hiver,2
1409,75000000,,2009-10-07,136,34650,,Comédie,Etats-Unis,Judd Apatow,,114,Funny People,0.0,Automne,3
1410,10000000,,2000-02-02,95,34607,,Comédie,Etats-Unis,,,78,Belles à mourir,0.1379310344827586,Hiver,0
1411,0,,2021-11-03,95,34698,,Thriller,Grande-Bretagne,,Remake,,My Son,0.0344827586206896,Automne,0
1412,30000000,,2003-08-13,104,34756,,Thriller,Etats-Unis,,,120,L'Homme de la Riviera,0.0689655172413793,Été,0
